Date,st_occation,end_occation,Todd_WL,Indian_WL
2017/2/23,9 ,10 ,0.239,0.163
2017/2/24,9 ,10 ,0.237,0.163
2017/2/25,9 ,10 ,0.236,0.164
2017/2/26,9 ,10 ,0.229,0.167
2017/2/27,9 ,10 ,0.229,0.168
2017/2/28,9 ,10 ,0.234,0.164
2017/3/1,9 ,10 ,0.242,0.164
2017/3/2,9 ,10 ,0.246,0.165
2017/3/3,9 ,10 ,0.234,0.165
2017/3/4,9 ,10 ,0.233,0.165
2017/3/5,9 ,10 ,0.237,0.167
2017/3/6,9 ,10 ,0.235,0.163
2017/3/7,9 ,10 ,0.237,0.167
2017/3/8,9 ,10 ,0.242,0.164
2017/3/9,9 ,10 ,0.231,0.169
2017/3/10,9 ,10 ,0.242,0.167
2017/3/11,10 ,11 ,0.232,0.168
2017/3/12,10 ,11 ,0.248,0.165
2017/3/13,10 ,11 ,0.241,0.165
2017/3/14,10 ,11 ,0.244,0.166
2017/3/15,10 ,11 ,0.236,0.166
2017/3/16,10 ,11 ,0.235,0.165
2017/3/17,10 ,11 ,0.238,0.165
2017/3/18,10 ,11 ,0.239,0.170
2017/3/19,10 ,11 ,0.235,0.176
2017/3/20,10 ,11 ,0.235,0.168
2017/3/21,10 ,11 ,0.25,0.168
2017/3/22,10 ,11 ,0.268,0.167
2017/3/23,10 ,11 ,0.246,0.170
2017/3/24,10 ,11 ,0.245,0.168
2017/3/25,10 ,11 ,0.243,0.174
2017/3/26,10 ,11 ,0.251,0.169
2017/3/27,10 ,11 ,0.245,0.168
2017/3/28,10 ,11 ,0.261,0.171
2017/3/29,10 ,11 ,0.248,0.168
2017/3/30,10 ,11 ,0.244,0.169
2017/3/31,10 ,11 ,0.254,0.193
2017/4/1,10 ,11 ,0.246,0.188
2017/4/2,10 ,11 ,0.248,0.196
2017/4/3,10 ,11 ,0.319,0.220
2017/4/4,10 ,11 ,0.302,0.196
2017/4/5,10 ,11 ,0.328,0.181
2017/4/6,10 ,11 ,0.397,0.176
2017/4/7,10 ,11 ,0.326,0.174
2017/4/8,10 ,11 ,0.283,0.172
2017/4/9,10 ,11 ,0.268,0.172
2017/4/10,10 ,11 ,0.263,0.171
2017/4/11,10 ,11 ,0.258,0.170
2017/4/12,10 ,11 ,0.256,0.171
2017/4/13,10 ,11 ,0.254,0.169
2017/4/14,10 ,11 ,0.252,0.168
2017/4/15,10 ,11 ,0.247,0.169
2017/4/16,10 ,11 ,0.245,0.169
2017/4/17,10 ,11 ,0.248,0.174
2017/4/18,10 ,11 ,0.261,0.18
2017/4/19,10 ,11 ,0.293,0.192
2017/4/20,10 ,11 ,0.264,0.18
2017/4/21,10 ,11 ,0.253,0.176
2017/4/22,10 ,11 ,0.248,0.174
2017/4/23,10 ,11 ,0.33,0.21
2017/4/24,10 ,11 ,0.544,0.282
2017/4/25,10 ,11 ,0.355,0.212
2017/4/26,10 ,11 ,0.31,0.195
2017/4/27,10 ,11 ,0.29,0.19
2017/4/28,10 ,11 ,0.282,0.187
2017/4/29,10 ,11 ,0.272,0.189
2017/4/30,10 ,11 ,0.267,0.204
2017/5/1,10 ,11 ,0.282,0.235
2017/5/2,10 ,11 ,0.268,0.208
2017/5/3,10 ,11 ,0.258,0.2
2017/5/4,10 ,11 ,0.31,0.207
2017/5/5,10 ,11 ,0.384,0.228
2017/5/6,10 ,11 ,0.305,0.198
2017/5/7,10 ,11 ,0.283,0.19
2017/5/8,10 ,11 ,0.271,0.185
2017/5/9,10 ,11 ,0.267,0.189
2017/5/10,10 ,11 ,0.26,0.192
2017/5/11,10 ,11 ,0.257,0.2
2017/5/12,10 ,11 ,0.256,0.229
2017/5/13,10 ,11 ,0.261,0.236
2017/5/14,10 ,11 ,0.255,0.223
2017/5/15,11 ,12 ,0.249,0.22
2017/5/16,11 ,12 ,0.248,0.215
2017/5/17,11 ,12 ,0.246,0.213
2017/5/18,11 ,12 ,0.246,0.222
2017/5/19,11 ,12 ,0.242,0.218
2017/5/20,11 ,12 ,0.239,0.208
2017/5/21,11 ,12 ,0.417,0.249
2017/5/22,11 ,12 ,0.311,0.227
2017/5/23,11 ,12 ,0.311,0.236
2017/5/24,11 ,12 ,0.327,0.251
2017/5/25,11 ,12 ,0.315,0.208
2017/5/26,11 ,12 ,0.287,0.181
2017/5/27,11 ,12 ,0.275,0.176
2017/5/28,11 ,12 ,0.271,0.176
2017/5/29,11 ,12 ,0.266,0.172
2017/5/30,11 ,12 ,0.267,0.171
2017/5/31,11 ,12 ,0.26,0.17
2017/6/1,11 ,12 ,0.263,0.168
2017/6/2,11 ,12 ,0.255,0.166
2017/6/3,11 ,12 ,0.251,0.163
2017/6/4,11 ,12 ,0.25,0.165
2017/6/5,11 ,12 ,0.262,0.171
2017/6/6,11 ,12 ,0.255,0.166
2017/6/7,11 ,12 ,0.247,0.162
2017/6/8,11 ,12 ,0.245,0.161
2017/6/9,11 ,12 ,0.245,0.16
2017/6/10,11 ,12 ,0.242,0.16
2017/6/11,11 ,12 ,0.24,0.159
2017/6/12,11 ,12 ,0.24,0.159
2017/6/13,11 ,12 ,0.257,0.178
2017/6/14,11 ,12 ,0.247,0.174
2017/6/15,11 ,12 ,0.241,0.166
2017/6/16,11 ,12 ,0.241,0.165
2017/6/17,11 ,12 ,0.241,0.164
2017/6/18,11 ,12 ,0.24,0.163
2017/6/19,11 ,12 ,0.24,0.162
2017/6/20,11 ,12 ,0.238,0.161
2017/6/21,11 ,12 ,0.242,0.162
2017/6/22,11 ,12 ,0.246,0.165
2017/6/23,11 ,12 ,0.25,0.167
2017/6/24,11 ,12 ,0.251,0.168
2017/6/25,11 ,12 ,0.251,0.167
2017/6/26,11 ,12 ,0.242,0.161
2017/6/27,11 ,12 ,0.236,0.156
2017/6/28,11 ,12 ,0.234,0.154
2017/6/29,11 ,12 ,0.234,0.157
2017/6/30,11 ,12 ,0.291,0.186
2017/7/1,11 ,12 ,0.261,0.172
2017/7/2,11 ,12 ,0.246,0.164
2017/7/3,11 ,12 ,0.243,0.163
2017/7/4,11 ,12 ,0.255,0.165
2017/7/5,11 ,12 ,0.249,0.163
2017/7/6,11 ,12 ,0.243,0.161
2017/7/7,11 ,12 ,0.239,0.16
2017/7/8,12 ,13 ,0.245,0.159
2017/7/9,12 ,13 ,0.243,0.158
2017/7/10,12 ,13 ,0.238,0.157
2017/7/11,12 ,13 ,0.235,0.155
2017/7/12,12 ,13 ,0.233,0.153
2017/7/13,12 ,13 ,0.231,0.152
2017/7/14,12 ,13 ,0.27,0.154
2017/7/15,12 ,13 ,0.283,0.16
2017/7/16,12 ,13 ,0.246,0.162
2017/7/17,12 ,13 ,0.241,0.163
2017/7/18,12 ,13 ,0.236,0.156
2017/7/19,12 ,13 ,0.233,0.154
2017/7/20,12 ,13 ,0.231,0.154
2017/7/21,12 ,13 ,0.227,0.152
2017/7/22,12 ,13 ,0.224,0.151
2017/7/23,12 ,13 ,0.235,0.174
2017/7/24,12 ,13 ,0.23,0.164
2017/7/25,12 ,13 ,0.226,0.157
2017/7/26,12 ,13 ,0.222,0.153
2017/7/27,12 ,13 ,0.222,0.153
2017/7/28,12 ,13 ,0.222,0.154
2017/7/29,12 ,13 ,0.221,0.153
2017/7/30,12 ,13 ,0.214,0.15
2017/7/31,12 ,13 ,0.212,0.147
2017/8/1,12 ,13 ,0.212,0.147
2017/8/2,12 ,13 ,0.215,0.149
2017/8/3,12 ,13 ,0.213,0.148
2017/8/4,12 ,13 ,0.212,0.148
2017/8/5,12 ,13 ,0.209,0.147
2017/8/6,12 ,13 ,0.204,0.145
2017/8/7,12 ,13 ,0.264,0.165
2017/8/8,12 ,13 ,0.239,0.158
2017/8/9,12 ,13 ,0.228,0.155
2017/8/10,12 ,13 ,0.226,0.155
2017/8/11,12 ,13 ,0.262,0.175
2017/8/12,12 ,13 ,0.291,0.171
2017/8/13,12 ,13 ,0.239,0.158
2017/8/14,12 ,13 ,0.233,0.156
2017/8/15,12 ,13 ,0.231,0.158
2017/8/16,12 ,13 ,0.225,0.154
2017/8/17,12 ,13 ,0.222,0.154
2017/8/18,12 ,13 ,0.221,0.152
2017/8/19,12 ,13 ,0.219,0.15
2017/8/20,12 ,13 ,0.219,0.15
2017/8/21,12 ,13 ,0.218,0.15
2017/8/22,12 ,13 ,0.216,0.15
2017/8/23,12 ,13 ,0.213,0.149
2017/8/24,12 ,13 ,0.212,0.147
2017/8/25,12 ,13 ,0.21,0.145
2017/8/26,12 ,13 ,0.207,0.144
2017/8/27,12 ,13 ,0.206,0.146
2017/8/28,12 ,13 ,0.204,0.144
2017/8/29,12 ,13 ,0.209,0.148
2017/8/30,12 ,13 ,0.211,0.15
2017/8/31,12 ,13 ,0.247,0.166
2017/9/1,12 ,13 ,0.255,0.165
2017/9/2,12 ,13 ,0.231,0.155
2017/9/3,12 ,13 ,0.221,0.152
2017/9/4,12 ,13 ,0.218,0.149
2017/9/5,12 ,13 ,0.221,0.153
2017/9/6,12 ,13 ,0.259,0.165
2017/9/7,12 ,13 ,0.235,0.154
2017/9/8,12 ,13 ,0.223,0.15
2017/9/9,12 ,13 ,0.219,0.149
2017/9/10,12 ,13 ,0.217,0.15
2017/9/11,12 ,13 ,0.235,0.164
2017/9/12,12 ,13 ,0.293,0.185
2017/9/13,12 ,13 ,0.251,0.17
2017/9/14,13 ,14 ,0.237,0.168
2017/9/15,13 ,14 ,0.232,0.165
2017/9/16,13 ,14 ,0.228,0.164
2017/9/17,13 ,14 ,0.225,0.164
2017/9/18,13 ,14 ,0.224,0.164
2017/9/19,13 ,14 ,0.222,0.162
2017/9/20,13 ,14 ,0.221,0.163
2017/9/21,13 ,14 ,0.221,0.171
2017/9/22,13 ,14 ,0.222,0.172
2017/9/23,13 ,14 ,0.219,0.17
2017/9/24,13 ,14 ,0.217,0.168
2017/9/25,13 ,14 ,0.217,0.17
2017/9/26,13 ,14 ,0.217,0.181
2017/9/27,13 ,14 ,0.217,0.212
2017/9/28,13 ,14 ,0.214,0.209
2017/9/29,13 ,14 ,0.213,0.204
2017/9/30,13 ,14 ,0.212,0.195
2017/10/1,13 ,14 ,0.208,0.168
2017/10/2,13 ,14 ,0.209,0.163
2017/10/3,13 ,14 ,0.21,0.165
2017/10/4,13 ,14 ,0.21,0.164
2017/10/5,13 ,14 ,0.21,0.166
2017/10/6,13 ,14 ,0.21,0.165
2017/10/7,13 ,14 ,0.211,0.167
2017/10/8,13 ,14 ,0.294,0.207
2017/10/9,13 ,14 ,0.314,0.204
2017/10/10,13 ,14 ,0.25,0.199
2017/10/11,13 ,14 ,0.238,0.212
2017/10/12,13 ,14 ,0.23,0.184
2017/10/13,13 ,14 ,0.228,0.184
2017/10/14,13 ,14 ,0.227,0.185
2017/10/15,13 ,14 ,0.225,0.184
2017/10/16,13 ,14 ,0.227,0.183
2017/10/17,13 ,14 ,0.219,0.176
2017/10/18,13 ,14 ,0.219,0.176
2017/10/19,13 ,14 ,0.219,0.177
2017/10/20,13 ,14 ,0.219,0.181
2017/10/21,13 ,14 ,0.219,0.18
2017/10/22,13 ,14 ,0.221,0.182
2017/10/23,13 ,14 ,0.45,0.282
2017/10/24,13 ,14 ,0.31,0.196
2017/10/25,13 ,14 ,0.268,0.171
2017/10/26,13 ,14 ,0.251,0.164
2017/10/27,13 ,14 ,0.242,0.165
2017/10/28,13 ,14 ,0.258,0.181
2017/10/29,13 ,14 ,0.312,0.197
2017/10/30,13 ,14 ,0.261,0.175
2017/10/31,13 ,14 ,0.25,0.171
2017/11/1,13 ,14 ,0.247,0.169
2017/11/2,13 ,14 ,0.245,0.169
2017/11/3,13 ,14 ,0.241,0.168
2017/11/4,13 ,14 ,0.24,0.171
2017/11/5,13 ,14 ,0.24,0.17
2017/11/6,13 ,14 ,0.238,0.169
2017/11/7,14 ,15 ,0.239,0.171
2017/11/8,14 ,15 ,0.238,0.17
2017/11/9,14 ,15 ,0.242,0.174
2017/11/10,14 ,15 ,0.237,0.169
2017/11/11,14 ,15 ,0.232,0.167
2017/11/12,14 ,15 ,0.233,0.168
2017/11/13,14 ,15 ,0.236,0.17
2017/11/14,14 ,15 ,0.234,0.168
2017/11/15,14 ,15 ,0.232,0.169
2017/11/16,14 ,15 ,0.23,0.166
2017/11/17,14 ,15 ,0.228,0.165
2017/11/18,14 ,15 ,0.233,0.169
2017/11/19,14 ,15 ,0.233,0.17
2017/11/20,14 ,15 ,0.227,0.165
2017/11/21,14 ,15 ,0.229,0.17
2017/11/22,14 ,15 ,0.23,0.17
2017/11/23,14 ,15 ,0.226,0.159
2017/11/24,14 ,15 ,0.227,0.158
2017/11/25,14 ,15 ,0.229,0.16
2017/11/26,14 ,15 ,0.228,0.158
2017/11/27,14 ,15 ,0.23,0.155
2017/11/28,14 ,15 ,0.228,0.156
2017/11/29,14 ,15 ,0.23,0.163
2017/11/30,14 ,15 ,0.233,0.166
2017/12/1,14 ,15 ,0.234,0.168
2017/12/2,14 ,15 ,0.232,0.167
2017/12/3,14 ,15 ,0.231,0.166
2017/12/4,14 ,15 ,0.23,0.169
2017/12/5,14 ,15 ,0.236,0.172
2017/12/6,14 ,15 ,0.248,0.176
2017/12/7,14 ,15 ,0.238,0.17
2017/12/8,14 ,15 ,0.244,0.176
2017/12/9,14 ,15 ,0.26,0.181
2017/12/10,14 ,15 ,0.248,0.172
2017/12/11,14 ,15 ,0.241,0.171
2017/12/12,14 ,15 ,0.24,0.172
2017/12/13,14 ,15 ,0.235,0.17
2017/12/14,14 ,15 ,0.237,0.175
2017/12/15,14 ,15 ,0.235,0.175
2017/12/16,14 ,15 ,0.233,0.17
2017/12/17,14 ,15 ,0.234,0.172
2017/12/18,14 ,15 ,0.237,0.175
2017/12/19,14 ,15 ,0.236,0.173
2017/12/20,14 ,15 ,0.31,0.209
2017/12/21,14 ,15 ,0.291,0.192
2017/12/22,14 ,15 ,0.267,0.181
2017/12/23,14 ,15 ,0.26,0.179
2017/12/24,14 ,15 ,0.254,0.173
2017/12/25,14 ,15 ,0.245,0.166
2017/12/26,14 ,15 ,0.239,0.162
2017/12/27,14 ,15 ,0.239,0.161
2017/12/28,14 ,15 ,0.237,0.159
2017/12/29,14 ,15 ,0.236,0.16
2017/12/30,14 ,15 ,0.237,0.161
2017/12/31,14 ,15 ,0.235,0.158
2018/1/1,14 ,15 ,0.232,0.155
2018/1/2,14 ,15 ,0.227,0.15
2018/1/3,14 ,15 ,0.232,0.155
2018/1/4,14 ,15 ,0.232,0.155
2018/1/5,14 ,15 ,0.23,0.151
2018/1/6,14 ,15 ,0.229,0.15
2018/1/7,14 ,15 ,0.227,0.148
2018/1/8,14 ,15 ,0.231,0.153
2018/1/9,14 ,15 ,0.235,0.158
2018/1/10,14 ,15 ,0.238,0.161
2018/1/11,14 ,15 ,0.275,0.182
2018/1/12,14 ,15 ,0.401,0.23
2018/1/13,14 ,15 ,0.354,0.201
2018/1/14,14 ,15 ,0.281,0.177
2018/1/15,14 ,15 ,0.264,0.168
2018/1/16,14 ,15 ,0.259,0.167
2018/1/17,14 ,15 ,0.256,0.165
2018/1/18,14 ,15 ,0.247,0.159
2018/1/19,15 ,16 ,0.248,0.16
2018/1/20,15 ,16 ,0.247,0.159
2018/1/21,15 ,16 ,0.248,0.162
2018/1/22,15 ,16 ,0.249,0.164
2018/1/23,15 ,16 ,0.275,0.174
2018/1/24,15 ,16 ,0.253,0.161
2018/1/25,15 ,16 ,0.249,0.16
2018/1/26,15 ,16 ,0.245,0.159
2018/1/27,15 ,16 ,0.246,0.162
2018/1/28,15 ,16 ,0.3,0.178
2018/1/29,15 ,16 ,0.288,0.181
2018/1/30,15 ,16 ,0.264,0.169
2018/1/31,15 ,16 ,0.255,0.163
2018/2/1,15 ,16 ,0.254,0.164
2018/2/2,15 ,16 ,0.251,0.163
2018/2/3,15 ,16 ,0.245,0.158
2018/2/4,15 ,16 ,0.384,0.225
2018/2/5,15 ,16 ,0.319,0.196
2018/2/6,15 ,16 ,0.29,0.18
2018/2/7,15 ,16 ,0.536,0.285
2018/2/8,15 ,16 ,0.389,0.221
2018/2/9,15 ,16 ,0.315,0.193
2018/2/10,15 ,16 ,0.314,0.193
2018/2/11,15 ,16 ,0.477,0.253
2018/2/12,15 ,16 ,0.413,0.226
2018/2/13,15 ,16 ,0.335,0.2
2018/2/14,15 ,16 ,0.309,0.19
2018/2/15,15 ,16 ,0.301,0.188
2018/2/16,15 ,16 ,0.313,0.186
2018/2/17,15 ,16 ,0.308,0.183
2018/2/18,15 ,16 ,0.293,0.18
2018/2/19,15 ,16 ,0.291,0.184
2018/2/20,15 ,16 ,0.284,0.18
2018/2/21,15 ,16 ,0.281,0.18
2018/2/22,15 ,16 ,0.288,0.182
2018/2/23,15 ,16 ,0.279,0.18
2018/2/24,15 ,16 ,0.278,0.179
2018/2/25,15 ,16 ,0.276,0.179
2018/2/26,15 ,16 ,0.283,0.176
2018/2/27,15 ,16 ,0.275,0.171
2018/2/28,15 ,16 ,0.285,0.181
2018/3/1,15 ,16 ,0.406,0.244
2018/3/2,15 ,16 ,0.34,0.206
2018/3/3,15 ,16 ,0.305,0.188
2018/3/4,15 ,16 ,0.296,0.181
2018/3/5,NA,NA,0.288,0.176
2018/3/6,NA,NA,0.302,0.182
2018/3/7,NA,NA,0.291,0.174
2018/3/8,NA,NA,0.28,0.17
2018/3/9,NA,NA,0.276,0.168
2018/3/10,NA,NA,0.289,0.172
2018/3/11,NA,NA,0.29,0.175
2018/3/12,NA,NA,0.307,0.185
2018/3/13,NA,NA,0.304,0.175
2018/3/14,NA,NA,0.292,0.171
2018/3/15,NA,NA,0.281,0.169
2018/3/16,NA,NA,0.284,0.172
2018/3/17,NA,NA,0.28,0.174
2018/3/18,NA,NA,0.283,0.175
2018/3/19,NA,NA,0.285,0.175
2018/3/20,NA,NA,0.37,0.207
2018/3/21,NA,NA,0.3,0.18
2018/3/22,NA,NA,0.292,0.174
2018/3/23,NA,NA,0.284,0.17
